id,birth date,job type,school level,domestic status,profession,domestic relationship type,ethnicity,gender,earned dividends,interest earned,monthly work,country of origin,target
11415,1998-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,140,u.s.,1
11236,1986-12-25,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,200,u.s.,1
23945,1996-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,140,u.s.,1
10401,1961-12-31,private,secondary-7 through 8,single,agriculture,never married,afro american,Female,0,0,80,u.s.,1
8484,1981-12-26,state-gov,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
5622,1981-12-26,private,secondary,d,other,never married,white and privileged,Female,0,0,144,u.s.,1
17542,1980-12-26,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,140,u.s.,1
29545,1989-12-24,private,basic vocational,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
28017,1990-12-24,private,entry level college,single,sales,not living with family,white and privileged,Female,0,0,120,u.s.,1
24298,1961-12-31,private,secondary,spouse passed,sales,not living with family,white and privileged,Female,0,1974,160,u.s.,1
11921,1979-12-27,private,secondary,married 2,C-level,has husband,white and privileged,Female,0,0,240,u.s.,0
1857,1999-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,32,u.s.,1
21289,1960-12-31,unknown,entry level college,d,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,1
21911,1981-12-26,state-gov,primary school,d,specialist technician,living with child,asian,Female,0,0,160,philippines,1
965,1997-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
22735,1974-12-28,local-gov,some post graduate,married 2,C-level,has husband,american indian,Female,0,0,200,u.s.,0
22565,1964-12-30,private,secondary 12,single,other,not living with family,other,Female,0,0,140,u.s.,1
3950,1988-12-24,unknown,secondary,d,unknown,never married,white and privileged,Female,0,0,160,u.s.,1
11323,1999-12-22,self-emp-not-inc,entry level college,single,C-level,not living with family,white and privileged,Female,0,0,200,u.s.,1
20031,1958-01-01,unknown,secondary-7 through 8,spouse passed,unknown,never married,white and privileged,Female,0,0,80,u.s.,1
18836,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,16,u.s.,1
1069,1981-12-26,private,advanced vocational,d,technology support,not living with family,white and privileged,Female,0,0,240,u.s.,1
30859,1982-12-26,private,secondary,d,other,never married,afro american,Female,0,1594,160,u.s.,1
20954,1997-12-22,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,140,u.s.,1
11365,1999-12-22,private,secondary 11,single,other,living with extende family,white and privileged,Female,0,0,160,u.s.,1
7322,1989-12-24,unknown,entry level college,single,unknown,living with extende family,white and privileged,Female,0,0,160,u.s.,1
3024,1993-12-23,private,secondary,single,sales,living with child,white and privileged,Female,0,1762,128,u.s.,1
22747,1984-12-25,private,secondary,d,trucking,never married,white and privileged,Female,0,0,160,u.s.,1
21544,1992-12-23,self-emp-not-inc,basic vocational,married 2,other,has husband,white and privileged,Female,0,0,180,u.s.,1
22097,1995-12-23,private,entry level college,single,other,never married,white and privileged,Female,0,0,200,u.s.,1
30764,1987-12-25,private,secondary 11,married 2,other,has husband,afro american,Female,0,0,120,u.s.,1
3730,1991-12-24,private,basic vocational,single,secretarial,not living with family,white and privileged,Female,0,0,180,u.s.,1
16746,1994-12-23,private,entry level college,single,household labor,living with extende family,white and privileged,Female,0,0,72,u.s.,1
28252,1980-12-26,private,secondary 11,divorce pending,other,never married,afro american,Female,0,0,160,u.s.,1
2013,1990-12-24,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
25208,1987-12-25,unknown,secondary,single,unknown,never married,afro american,Female,0,0,160,u.s.,1
13581,1962-12-31,private,entry level college,spouse passed,other,not living with family,white and privileged,Female,0,0,140,u.s.,1
10655,1977-12-27,private,entry level college,divorce pending,secretarial,never married,white and privileged,Female,0,0,180,u.s.,1
15643,1946-01-04,unknown,entry level college,spouse passed,unknown,never married,asian,Female,0,0,16,u.s.,1
14878,1986-12-25,private,college graduate,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
6106,1971-12-29,private,secondary,single,other,never married,white and privileged,Female,0,0,96,u.s.,1
19331,1994-12-23,local-gov,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,80,u.s.,1
23073,1983-12-26,private,advanced vocational,d,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
22798,1987-12-25,unknown,secondary-7 through 8,spouse passed,unknown,not living with family,white and privileged,Female,0,0,176,u.s.,1
25608,1981-12-26,private,college graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,160,u.s.,1
4071,1976-12-27,local-gov,entry level college,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
25964,1968-12-29,private,basic vocational,d,technology support,never married,white and privileged,Female,0,0,160,u.s.,1
6194,2000-12-21,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,60,u.s.,1
3814,1992-12-23,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
9042,1989-12-24,private,secondary,single,other,not living with family,afro american,Female,0,0,192,u.s.,1
9999,1978-12-27,private,entry level college,d,sales,never married,white and privileged,Female,0,0,160,u.s.,1
7426,1956-01-02,self-emp-not-inc,entry level college,spouse passed,agriculture,never married,white and privileged,Female,0,0,200,u.s.,1
22495,1956-01-02,unknown,secondary-9,single,unknown,never married,white and privileged,Female,0,0,160,dr,1
2041,1957-01-01,private,secondary-7 through 8,spouse passed,other,never married,afro american,Female,0,0,152,u.s.,1
29801,1957-01-01,private,secondary,d,other,not living with family,afro american,Female,0,0,160,u.s.,1
9460,1968-12-29,state-gov,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
27944,1984-12-25,unknown,secondary,d,unknown,never married,white and privileged,Female,0,0,128,u.s.,1
10419,1997-12-22,private,entry level college,single,sales,living with child,afro american,Female,0,0,80,u.s.,1
9514,1978-12-27,local-gov,some post graduate,single,specialist technician,never married,white and privileged,Female,0,0,172,u.s.,1
13808,1997-12-22,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,100,u.s.,1
26177,1956-01-02,private,entry level college,d,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
31663,1985-12-25,private,secondary,d,specialist technician,living with child,white and privileged,Female,0,0,160,u.s.,1
24842,1960-12-31,private,secondary-7 through 8,spouse passed,other,not living with family,white and privileged,Female,0,0,40,u.s.,1
29344,1997-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
29551,1984-12-25,private,secondary,married not together,other,never married,afro american,Female,0,0,152,u.s.,1
15675,1979-12-27,private,entry level college,d,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
508,1970-12-29,local-gov,secondary,divorce pending,secretarial,never married,afro american,Female,0,0,160,u.s.,1
17738,1981-12-26,private,secondary-9,d,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
14068,1961-12-31,private,secondary,married 2,other,has husband,white and privileged,Female,0,0,40,u.s.,1
7849,1993-12-23,private,entry level college,single,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
12308,1991-12-24,private,secondary,d,household labor,living with child,white and privileged,Female,0,0,160,u.s.,1
10642,1999-12-22,private,entry level college,single,specialist technician,living with child,white and privileged,Female,0,0,160,u.s.,1
10800,1996-12-22,state-gov,entry level college,single,technology support,not living with family,white and privileged,Female,0,0,200,u.s.,1
16184,1983-12-26,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,144,u.s.,1
12865,1959-01-01,private,some post graduate,married 2,vocational,has husband,asian,Female,0,0,140,philippines,1
3037,1975-12-28,private,secondary,d,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
4948,1958-01-01,federal-gov,entry level college,d,specialist technician,not living with family,american indian,Female,0,0,160,u.s.,1
8341,1969-12-29,private,secondary,single,specialist technician,never married,afro american,Female,0,0,112,u.s.,1
17729,1979-12-27,private,basic vocational,married 2,technology support,has husband,white and privileged,Female,0,0,160,u.s.,0
15959,1951-01-03,self-emp-not-inc,secondary,d,specialist technician,not living with family,white and privileged,Female,0,0,80,u.s.,1
22817,1983-12-26,private,basic vocational,married 2,C-level,has husband,white and privileged,Female,0,0,160,puerto rico,0
22502,1998-12-22,unknown,10th,single,unknown,not living with family,white and privileged,Female,0,0,152,u.s.,1
360,1981-12-26,private,10th,married 2,other,has husband,white and privileged,Female,0,0,96,u.s.,1
13490,1988-12-24,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
27805,1983-12-26,private,advanced vocational,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,0
30312,1975-12-28,private,secondary-7 through 8,d,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
19481,1994-12-23,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,144,u.s.,1
18810,1991-12-24,private,10th,d,household labor,not living with family,white and privileged,Female,0,0,120,u.s.,1
24948,1970-12-29,private,secondary,divorce pending,sales,not living with family,white and privileged,Female,0,0,208,u.s.,1
21122,1989-12-24,private,entry level college,divorce pending,other,never married,white and privileged,Female,0,0,60,u.s.,1
8429,1999-12-22,unknown,secondary,single,unknown,living with child,afro american,Female,0,0,100,u.s.,1
18586,1963-12-31,private,some post graduate,married 2,C-level,has husband,white and privileged,Female,0,0,220,u.s.,0
19562,1962-12-31,private,10th,married 2,other,has husband,afro american,Female,0,0,160,u.s.,1
9349,1996-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,60,u.s.,1
23480,1966-12-30,private,secondary,married not together,other,never married,white and privileged,Female,0,0,160,u.s.,1
26811,1969-12-29,private,primary school,d,specialist technician,never married,white and privileged,Female,0,0,100,u.s.,1
28945,2000-12-21,private,10th,single,sales,living with child,white and privileged,Female,0,0,64,u.s.,1
6918,1993-12-23,private,entry level college,single,sales,not living with family,asian,Female,0,0,200,philippines,1
23146,1989-12-24,private,entry level college,single,other,never married,white and privileged,Female,0,0,140,u.s.,1
8212,1985-12-25,private,entry level college,d,C-level,never married,white and privileged,Female,0,0,168,u.s.,1
16456,1971-12-29,unknown,secondary,d,unknown,not living with family,white and privileged,Female,0,0,60,u.s.,1
21333,1988-12-24,private,college graduate,married 2,C-level,has husband,white and privileged,Female,0,0,168,u.s.,0
15146,1967-12-30,local-gov,college graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,160,u.s.,0
30776,2000-12-21,unknown,secondary 11,single,unknown,living with child,white and privileged,Female,0,0,80,u.s.,1
